Fecha,Hora,Router,Area,Carga (Mbps),Descarga (Mbps),Calidad de conexión,Promedio (Mbps)
2023-11-09,16:00,15,AULA 3,8.46,9.7,Buena,9.08
2023-11-09,10:00,15,Enfermeria,9.14,6.72,Media,7.93
2023-11-09,11:00,16,AULA 4,5.45,9.64,Buena,7.545
2023-11-09,14:00,16,AULA 5,5.26,9.4,Buena,7.33
2023-11-09,15:00,16,AULA 6,8.07,7.37,Media,7.720000000000001
2023-11-09,13:00,17,AULA 7,4.82,8.26,Buena,6.54
2023-11-09,09:00,17,AULA 8,6.76,5.44,Mala,6.1
2023-11-09,10:00,17,AULA 9,8.51,8.23,Buena,8.370000000000001
2023-11-09,11:00,18,AULA 10,9.81,5.1,Mala,7.455
2023-11-09,09:00,18,AULA 11,9.0,6.02,Media,7.51
2023-11-09,11:00,18,INGLES,6.36,8.04,Buena,7.199999999999999
2023-11-09,15:00,19,VINCULACION,6.18,7.13,Media,6.654999999999999
2023-11-09,13:00,20,AULA 12,8.19,6.96,Media,7.574999999999999
2023-11-09,15:00,20,AULA 13,7.16,6.2,Media,6.68
2023-11-09,16:00,21,AULA 14,8.88,6.99,Media,7.9350000000000005
2023-11-09,13:00,22,AULA 15,5.45,7.81,Media,6.63
2023-11-09,10:00,23,AULA 16,9.93,8.24,Buena,9.085
2023-11-09,12:00,24,DIRECCION GENERAL,9.44,5.18,Mala,7.31
2023-11-10,13:00,1,Sala A,9.55,9.18,Buena,9.365
2023-11-10,10:00,1,Sala C,9.59,4.92,Mala,7.255
2023-11-10,09:00,2,Sala D,8.63,6.11,Media,7.370000000000001
2023-11-10,11:00,2,Sala B,6.55,8.9,Buena,7.725
2023-11-10,09:00,3,Recepcion,4.52,9.36,Buena,6.9399999999999995
2023-11-10,12:00,3,Sala de maestros,8.61,5.42,Mala,7.015
2023-11-10,16:00,3,Sala E,9.3,8.25,Buena,8.775
2023-11-10,14:00,4,LE,8.0,8.27,Buena,8.135
2023-11-10,14:00,5,Sistematizacion,6.39,9.46,Buena,7.925000000000001
2023-11-10,13:00,5,CB,9.62,8.58,Buena,9.1
2023-11-10,16:00,6,AULA 19,8.43,6.76,Media,7.595
2023-11-10,09:00,6,AULA 22,5.02,4.61,Mala,4.8149999999999995
2023-11-10,15:00,6,AULA 23,9.92,6.23,Media,8.075
2023-11-10,11:00,6,AULA 20,9.23,5.28,Mala,7.255000000000001
2023-11-10,10:00,7,AULA 21,5.28,9.22,Buena,7.25
2023-11-10,15:00,7,AULA 17,7.39,4.89,Mala,6.14
2023-11-10,16:00,7,AULA 18,7.33,8.43,Buena,7.88
2023-11-10,11:00,7,NEWTON,8.98,8.43,Buena,8.705
2023-11-10,11:00,8,CI,8.56,4.89,Mala,6.725
2023-11-10,12:00,9,JEFATURA,9.13,5.89,Mala,7.51
2023-11-10,13:00,10,ASISTENTES,7.83,9.75,Buena,8.79
2023-11-10,09:00,11,DIRECCION ACADEMICA,5.67,8.75,Buena,7.21
2023-11-10,16:00,12,CIIDE,9.99,4.61,Mala,7.300000000000001
2023-11-10,16:00,12,PEGA,5.04,7.48,Media,6.26
2023-11-10,13:00,12,RECURSOS FINANCIEROS,6.2,4.96,Mala,5.58
2023-11-10,09:00,13,AULA 30,8.74,4.91,Mala,6.825
2023-11-10,11:00,13,AULA 31,5.48,4.59,Mala,5.035
2023-11-10,10:00,13,AULA 32,4.67,9.45,Buena,7.06
2023-11-10,09:00,13,AULA 33,7.41,8.55,Buena,7.98
2023-11-10,13:00,13,AULA 34,6.79,7.23,Media,7.01
2023-11-10,10:00,14,AULA 35,9.6,5.25,Mala,7.425
2023-11-10,11:00,14,AULA 36,6.31,5.69,Mala,6.0
2023-11-10,10:00,14,AULA 38,9.67,5.04,Mala,7.355
2023-11-10,16:00,14,AULA 39,5.95,6.92,Media,6.4350000000000005
2023-11-10,09:00,15,AULA 1,7.03,9.22,Buena,8.125
2023-11-10,14:00,15,AULA 2,5.11,8.38,Buena,6.745000000000001
2023-11-10,14:00,15,AULA 3,5.62,7.54,Media,6.58
2023-11-10,14:00,15,Enfermeria,8.03,6.86,Media,7.445
2023-11-10,16:00,16,AULA 4,5.11,8.96,Buena,7.035
2023-11-10,12:00,16,AULA 5,6.17,5.44,Mala,5.805
2023-11-10,12:00,16,AULA 6,4.75,7.54,Media,6.145
2023-11-10,11:00,17,AULA 7,7.28,8.27,Buena,7.775
2023-11-10,11:00,17,AULA 8,5.11,7.31,Media,6.21
2023-11-10,11:00,17,AULA 9,5.82,8.48,Buena,7.15
2023-11-10,12:00,18,AULA 10,8.44,4.57,Mala,6.505
2023-11-10,16:00,18,AULA 11,5.1,5.9,Mala,5.5
2023-11-10,10:00,18,INGLES,4.88,7.28,Media,6.08
2023-11-10,11:00,19,VINCULACION,7.43,5.82,Mala,6.625
2023-11-10,15:00,20,AULA 12,6.08,9.64,Buena,7.86
2023-11-10,10:00,20,AULA 13,7.98,7.51,Media,7.745
2023-11-10,14:00,21,AULA 14,5.4,9.03,Buena,7.215
2023-11-10,12:00,22,AULA 15,6.82,8.27,Buena,7.545
2023-11-10,12:00,23,AULA 16,5.24,4.93,Mala,5.085
2023-11-10,16:00,24,DIRECCION GENERAL,9.51,9.79,Buena,9.649999999999999
2023-11-13,09:00,1,Sala A,6.74,5.55,Mala,6.145
2023-11-13,14:00,1,Sala C,5.93,6.51,Media,6.22
2023-11-13,12:00,2,Sala D,4.88,7.74,Media,6.3100000000000005
2023-11-13,10:00,2,Sala B,5.39,9.0,Buena,7.195
2023-11-13,12:00,3,Recepcion,7.41,9.98,Buena,8.695
2023-11-13,12:00,3,Sala de maestros,8.54,6.95,Media,7.744999999999999
2023-11-13,15:00,3,Sala E,6.39,7.08,Media,6.734999999999999
2023-11-13,15:00,4,LE,9.41,9.93,Buena,9.67
2023-11-13,13:00,5,Sistematizacion,6.37,8.93,Buena,7.65
2023-11-13,15:00,5,CB,8.94,9.59,Buena,9.265
2023-11-13,16:00,6,AULA 19,4.95,9.26,Buena,7.105
2023-11-13,09:00,6,AULA 22,7.55,9.11,Buena,8.33
2023-11-13,15:00,6,AULA 23,7.04,5.74,Mala,6.390000000000001
2023-11-13,10:00,6,AULA 20,9.53,8.74,Buena,9.135
2023-11-13,13:00,7,AULA 21,5.85,9.59,Buena,7.72
2023-11-13,13:00,7,AULA 17,10.0,7.49,Media,8.745000000000001
2023-11-13,10:00,7,AULA 18,6.3,8.3,Buena,7.300000000000001
2023-11-13,11:00,7,NEWTON,8.03,8.89,Buena,8.46
2023-11-13,12:00,8,CI,6.7,8.79,Buena,7.744999999999999
2023-11-13,12:00,9,JEFATURA,6.24,7.73,Media,6.985
2023-11-13,12:00,10,ASISTENTES,4.56,7.34,Media,5.949999999999999
2023-11-13,16:00,11,DIRECCION ACADEMICA,9.06,9.79,Buena,9.425
2023-11-13,10:00,12,CIIDE,6.44,4.84,Mala,5.640000000000001
2023-11-13,09:00,12,PEGA,5.64,9.98,Buena,7.8100000000000005
2023-11-13,15:00,12,RECURSOS FINANCIEROS,5.95,7.41,Media,6.68
2023-11-13,14:00,13,AULA 30,9.24,9.91,Buena,9.575
2023-11-13,15:00,13,AULA 31,6.17,9.74,Buena,7.955
2023-11-13,11:00,13,AULA 32,5.54,4.64,Mala,5.09
2023-11-13,09:00,13,AULA 33,4.54,9.44,Buena,6.99
2023-11-13,14:00,13,AULA 34,5.09,4.54,Mala,4.8149999999999995
2023-11-13,12:00,14,AULA 35,6.75,5.64,Mala,6.195
2023-11-13,16:00,14,AULA 36,5.24,6.46,Media,5.85
2023-11-13,16:00,14,AULA 38,9.78,8.28,Buena,9.03
2023-11-13,14:00,14,AULA 39,9.01,8.7,Buena,8.855
2023-11-13,13:00,15,AULA 1,8.99,8.83,Buena,8.91
2023-11-13,16:00,15,AULA 2,5.26,5.82,Mala,5.54
2023-11-13,10:00,15,AULA 3,9.89,5.93,Mala,7.91
2023-11-13,11:00,15,Enfermeria,7.43,7.12,Media,7.275
2023-11-13,11:00,16,AULA 4,9.54,6.0,Media,7.77
2023-11-13,16:00,16,AULA 5,4.87,5.49,Mala,5.18
2023-11-13,14:00,16,AULA 6,9.99,8.0,Buena,8.995000000000001
2023-11-13,10:00,17,AULA 7,6.64,6.14,Media,6.39
2023-11-13,09:00,17,AULA 8,7.07,8.97,Buena,8.02
2023-11-13,10:00,17,AULA 9,8.21,5.05,Mala,6.630000000000001
2023-11-13,14:00,18,AULA 10,6.62,4.84,Mala,5.73
2023-11-13,14:00,18,AULA 11,7.27,9.71,Buena,8.49
2023-11-13,11:00,18,INGLES,5.43,7.3,Media,6.365
2023-11-13,16:00,19,VINCULACION,5.99,9.33,Buena,7.66
2023-11-13,09:00,20,AULA 12,9.79,5.27,Mala,7.529999999999999
2023-11-13,15:00,20,AULA 13,7.59,9.29,Buena,8.44
2023-11-13,13:00,21,AULA 14,4.53,8.77,Buena,6.65
2023-11-13,12:00,22,AULA 15,8.1,7.23,Media,7.665
2023-11-13,12:00,23,AULA 16,8.19,8.98,Buena,8.585
2023-11-13,16:00,24,DIRECCION GENERAL,6.32,5.91,Mala,6.115
2023-11-14,13:00,1,Sala A,7.11,6.38,Media,6.745
2023-11-14,15:00,1,Sala C,7.03,6.04,Media,6.535
2023-11-14,16:00,2,Sala D,7.11,6.74,Media,6.925000000000001
2023-11-14,12:00,2,Sala B,5.13,6.44,Media,5.785
2023-11-14,11:00,3,Recepcion,6.3,6.11,Media,6.205
2023-11-14,11:00,3,Sala de maestros,7.12,4.8,Mala,5.96
2023-11-14,09:00,3,Sala E,9.09,9.37,Buena,9.23
2023-11-14,13:00,4,LE,7.57,8.02,Buena,7.795
2023-11-14,11:00,5,Sistematizacion,9.52,5.98,Mala,7.75
2023-11-14,09:00,5,CB,8.89,9.85,Buena,9.370000000000001
2023-11-14,10:00,6,AULA 19,7.93,5.17,Mala,6.55
2023-11-14,13:00,6,AULA 22,9.74,7.13,Media,8.435
2023-11-14,15:00,6,AULA 23,5.75,6.29,Media,6.02
2023-11-14,13:00,6,AULA 20,4.58,9.05,Buena,6.815
2023-11-14,13:00,7,AULA 21,7.97,5.62,Mala,6.795
2023-11-14,10:00,7,AULA 17,7.5,6.01,Media,6.755
2023-11-14,09:00,7,AULA 18,9.69,8.68,Buena,9.184999999999999
2023-11-14,12:00,7,NEWTON,5.39,9.12,Buena,7.254999999999999
2023-11-14,14:00,8,CI,9.57,8.49,Buena,9.030000000000001
2023-11-14,11:00,9,JEFATURA,9.69,9.02,Buena,9.355
2023-11-14,11:00,10,ASISTENTES,9.14,7.53,Media,8.335
2023-11-14,16:00,11,DIRECCION ACADEMICA,5.26,7.94,Media,6.6
2023-11-14,14:00,12,CIIDE,8.02,5.14,Mala,6.58
2023-11-14,11:00,12,PEGA,8.3,8.47,Buena,8.385000000000002
2023-11-14,13:00,12,RECURSOS FINANCIEROS,7.55,4.82,Mala,6.1850000000000005
2023-11-14,09:00,13,AULA 30,6.61,4.86,Mala,5.735
2023-11-14,14:00,13,AULA 31,8.79,7.95,Media,8.37
2023-11-14,13:00,13,AULA 32,5.93,6.32,Media,6.125
2023-11-14,15:00,13,AULA 33,4.75,9.02,Buena,6.885
2023-11-14,09:00,13,AULA 34,6.89,4.7,Mala,5.795
2023-11-14,14:00,14,AULA 35,6.58,7.37,Media,6.975
2023-11-14,16:00,14,AULA 36,4.55,8.58,Buena,6.5649999999999995
2023-11-14,14:00,14,AULA 38,4.6,6.28,Media,5.4399999999999995
2023-11-14,13:00,14,AULA 39,7.49,6.56,Media,7.025
2023-11-14,12:00,15,AULA 1,7.51,5.71,Mala,6.609999999999999
2023-11-14,16:00,15,AULA 2,5.71,6.9,Media,6.305
2023-11-14,15:00,15,AULA 3,7.37,5.26,Mala,6.3149999999999995
2023-11-14,11:00,15,Enfermeria,6.25,8.3,Buena,7.275
2023-11-14,12:00,16,AULA 4,9.15,8.74,Buena,8.945
2023-11-14,09:00,16,AULA 5,5.01,5.2,Mala,5.105
2023-11-14,15:00,16,AULA 6,7.25,7.84,Media,7.545
2023-11-14,10:00,17,AULA 7,5.23,6.2,Media,5.715
2023-11-14,15:00,17,AULA 8,7.3,9.97,Buena,8.635
2023-11-14,10:00,17,AULA 9,5.17,4.66,Mala,4.915
2023-11-14,11:00,18,AULA 10,9.41,8.02,Buena,8.715
2023-11-14,16:00,18,AULA 11,6.04,9.8,Buena,7.92
2023-11-14,11:00,18,INGLES,9.93,7.13,Media,8.53
2023-11-14,09:00,19,VINCULACION,7.81,7.76,Media,7.785
2023-11-14,11:00,20,AULA 12,9.2,6.28,Media,7.74
2023-11-14,15:00,20,AULA 13,6.25,8.21,Buena,7.23
2023-11-14,10:00,21,AULA 14,8.1,5.91,Mala,7.005
2023-11-14,10:00,22,AULA 15,7.57,6.89,Media,7.23
2023-11-14,12:00,23,AULA 16,7.37,7.26,Media,7.3149999999999995
2023-11-14,13:00,24,DIRECCION GENERAL,8.87,7.98,Media,8.425
2023-11-15,09:00,1,Sala A,5.14,4.97,Mala,5.055
2023-11-15,13:00,1,Sala C,5.68,7.64,Media,6.66
2023-11-15,12:00,2,Sala D,5.82,8.82,Buena,7.32
2023-11-15,12:00,2,Sala B,9.78,5.57,Mala,7.675
2023-11-15,15:00,3,Recepcion,7.34,6.74,Media,7.04
2023-11-15,09:00,3,Sala de maestros,7.08,4.92,Mala,6.0
2023-11-15,13:00,3,Sala E,7.71,6.32,Media,7.015000000000001
2023-11-15,15:00,4,LE,4.57,7.83,Media,6.2
2023-11-15,14:00,5,Sistematizacion,4.65,7.0,Media,5.825
2023-11-15,10:00,5,CB,6.83,5.01,Mala,5.92
2023-11-15,09:00,6,AULA 19,7.84,6.05,Media,6.945
2023-11-15,14:00,6,AULA 22,4.96,9.21,Buena,7.085000000000001
2023-11-15,11:00,6,AULA 23,8.35,8.13,Buena,8.24
2023-11-15,15:00,6,AULA 20,8.86,6.75,Media,7.805
2023-11-15,14:00,7,AULA 21,9.7,4.95,Mala,7.324999999999999
2023-11-15,14:00,7,AULA 17,7.4,4.68,Mala,6.04
2023-11-15,13:00,7,AULA 18,5.81,7.22,Media,6.515
2023-11-15,16:00,7,NEWTON,9.81,6.89,Media,8.35
2023-11-15,11:00,8,CI,6.01,8.17,Buena,7.09
2023-11-15,16:00,9,JEFATURA,5.91,5.94,Mala,5.925000000000001
2023-11-15,14:00,10,ASISTENTES,9.36,5.64,Mala,7.5
2023-11-15,15:00,11,DIRECCION ACADEMICA,9.51,4.72,Mala,7.115
2023-11-15,15:00,12,CIIDE,5.47,4.7,Mala,5.085
2023-11-15,16:00,12,PEGA,6.39,5.22,Mala,5.805
2023-11-15,16:00,12,RECURSOS FINANCIEROS,7.79,6.06,Media,6.925
2023-11-15,09:00,13,AULA 30,7.41,8.65,Buena,8.030000000000001
2023-11-15,09:00,13,AULA 31,6.0,9.59,Buena,7.795
2023-11-15,10:00,13,AULA 32,4.86,6.37,Media,5.615
2023-11-15,10:00,13,AULA 33,7.77,4.5,Mala,6.135
2023-11-15,12:00,13,AULA 34,8.18,4.63,Mala,6.404999999999999
2023-11-15,10:00,14,AULA 35,9.45,5.2,Mala,7.324999999999999
2023-11-15,14:00,14,AULA 36,5.54,5.26,Mala,5.4
2023-11-15,10:00,14,AULA 38,8.78,6.13,Media,7.455
2023-11-15,14:00,14,AULA 39,4.96,9.16,Buena,7.0600000000000005
2023-11-15,16:00,15,AULA 1,6.76,8.79,Buena,7.7749999999999995
2023-11-15,12:00,15,AULA 2,4.92,8.83,Buena,6.875
2023-11-15,13:00,15,AULA 3,5.72,9.83,Buena,7.775
2023-11-15,14:00,15,Enfermeria,7.88,5.36,Mala,6.62
2023-11-15,15:00,16,AULA 4,9.01,9.13,Buena,9.07
2023-11-15,09:00,16,AULA 5,5.29,7.78,Media,6.535
2023-11-15,12:00,16,AULA 6,8.24,7.2,Media,7.720000000000001
2023-11-15,09:00,17,AULA 7,8.24,9.88,Buena,9.06
2023-11-15,16:00,17,AULA 8,6.93,5.6,Mala,6.265
2023-11-15,13:00,17,AULA 9,6.48,7.88,Media,7.18
2023-11-15,16:00,18,AULA 10,8.26,9.12,Buena,8.69
2023-11-15,15:00,18,AULA 11,9.62,7.2,Media,8.41
2023-11-15,15:00,18,INGLES,7.96,7.36,Media,7.66
2023-11-15,11:00,19,VINCULACION,7.27,7.21,Media,7.24
2023-11-15,16:00,20,AULA 12,5.54,4.59,Mala,5.0649999999999995
2023-11-15,13:00,20,AULA 13,9.64,9.9,Buena,9.77
2023-11-15,12:00,21,AULA 14,6.34,6.04,Media,6.1899999999999995
2023-11-15,13:00,22,AULA 15,8.85,9.93,Buena,9.39
2023-11-15,16:00,23,AULA 16,6.65,6.7,Media,6.675000000000001
2023-11-15,13:00,24,DIRECCION GENERAL,4.64,8.39,Buena,6.515000000000001
2023-11-16,09:00,1,Sala A,5.85,6.07,Media,5.96
2023-11-16,11:00,1,Sala C,9.2,7.17,Media,8.184999999999999
2023-11-16,11:00,2,Sala D,9.29,8.08,Buena,8.684999999999999
2023-11-16,12:00,2,Sala B,8.54,6.2,Media,7.369999999999999
2023-11-16,11:00,3,Recepcion,7.78,8.22,Buena,8.0
2023-11-16,16:00,3,Sala de maestros,5.06,7.75,Media,6.404999999999999
2023-11-16,12:00,3,Sala E,8.46,6.85,Media,7.655
2023-11-16,14:00,4,LE,7.97,8.69,Buena,8.33
2023-11-16,14:00,5,Sistematizacion,9.36,5.09,Mala,7.225
2023-11-16,09:00,5,CB,4.66,8.19,Buena,6.425
2023-11-16,10:00,6,AULA 19,5.83,8.93,Buena,7.38
2023-11-16,12:00,6,AULA 22,5.43,6.29,Media,5.859999999999999
2023-11-16,15:00,6,AULA 23,7.85,7.71,Media,7.779999999999999
2023-11-16,15:00,6,AULA 20,7.67,8.03,Buena,7.85
2023-11-16,10:00,7,AULA 21,5.97,7.13,Media,6.55
2023-11-16,15:00,7,AULA 17,6.47,6.01,Media,6.24
2023-11-16,14:00,7,AULA 18,5.36,5.56,Mala,5.46
2023-11-16,12:00,7,NEWTON,5.92,9.6,Buena,7.76
2023-11-16,11:00,8,CI,8.0,6.19,Media,7.095000000000001
2023-11-16,12:00,9,JEFATURA,7.32,6.92,Media,7.12
2023-11-16,09:00,10,ASISTENTES,6.52,7.98,Media,7.25
2023-11-16,16:00,11,DIRECCION ACADEMICA,6.26,9.21,Buena,7.735
2023-11-16,15:00,12,CIIDE,9.29,6.43,Media,7.859999999999999
2023-11-16,12:00,12,PEGA,6.3,8.54,Buena,7.42
2023-11-16,16:00,12,RECURSOS FINANCIEROS,6.44,9.51,Buena,7.975
2023-11-16,15:00,13,AULA 30,5.21,9.14,Buena,7.175000000000001
2023-11-16,15:00,13,AULA 31,7.69,5.85,Mala,6.77
2023-11-16,13:00,13,AULA 32,7.25,8.18,Buena,7.715
2023-11-16,12:00,13,AULA 33,8.08,4.9,Mala,6.49
2023-11-16,11:00,13,AULA 34,4.97,5.54,Mala,5.255
2023-11-16,15:00,14,AULA 35,6.96,7.14,Media,7.05
2023-11-16,12:00,14,AULA 36,4.9,9.28,Buena,7.09
2023-11-16,15:00,14,AULA 38,5.79,5.26,Mala,5.525
2023-11-16,15:00,14,AULA 39,5.85,7.22,Media,6.535
2023-11-16,16:00,15,AULA 1,4.78,5.84,Mala,5.3100000000000005
2023-11-16,14:00,15,AULA 2,8.3,7.56,Media,7.93
2023-11-16,15:00,15,AULA 3,8.12,5.67,Mala,6.895
2023-11-16,14:00,15,Enfermeria,5.86,5.98,Mala,5.92
2023-11-16,10:00,16,AULA 4,6.77,5.6,Mala,6.185
2023-11-16,14:00,16,AULA 5,7.35,6.1,Media,6.725
2023-11-16,10:00,16,AULA 6,9.63,8.46,Buena,9.045000000000002
2023-11-16,13:00,17,AULA 7,9.13,5.35,Mala,7.24
2023-11-16,11:00,17,AULA 8,7.21,7.87,Media,7.54
2023-11-16,09:00,17,AULA 9,4.58,9.82,Buena,7.2
2023-11-16,15:00,18,AULA 10,4.93,9.23,Buena,7.08
2023-11-16,15:00,18,AULA 11,7.1,5.32,Mala,6.21
2023-11-16,11:00,18,INGLES,6.26,7.1,Media,6.68
2023-11-16,12:00,19,VINCULACION,9.58,5.5,Mala,7.54
2023-11-16,13:00,20,AULA 12,6.16,6.08,Media,6.12
2023-11-16,16:00,20,AULA 13,8.31,5.55,Mala,6.93
2023-11-16,09:00,21,AULA 14,6.46,6.89,Media,6.675
2023-11-16,16:00,22,AULA 15,8.34,7.35,Media,7.845
2023-11-16,15:00,23,AULA 16,7.72,6.61,Media,7.165
2023-11-16,13:00,24,DIRECCION GENERAL,7.49,5.49,Mala,6.49
2023-11-17,15:00,1,Sala A,6.07,8.54,Buena,7.305
2023-11-17,11:00,1,Sala C,8.27,4.73,Mala,6.5
2023-11-17,14:00,2,Sala D,9.22,8.46,Buena,8.84
2023-11-17,14:00,2,Sala B,8.89,9.43,Buena,9.16
2023-11-17,14:00,3,Recepcion,9.11,9.42,Buena,9.265
2023-11-17,12:00,3,Sala de maestros,7.06,6.68,Media,6.869999999999999
2023-11-17,10:00,3,Sala E,6.11,6.78,Media,6.445
2023-11-17,09:00,4,LE,4.6,6.9,Media,5.75
2023-11-17,14:00,5,Sistematizacion,6.45,8.44,Buena,7.445
2023-11-17,11:00,5,CB,8.19,4.72,Mala,6.455
2023-11-17,16:00,6,AULA 19,8.65,5.11,Mala,6.880000000000001
2023-11-17,15:00,6,AULA 22,7.31,5.49,Mala,6.4
2023-11-17,14:00,6,AULA 23,5.24,9.07,Buena,7.155
2023-11-17,11:00,6,AULA 20,4.71,9.21,Buena,6.960000000000001
2023-11-17,15:00,7,AULA 21,8.18,6.31,Media,7.244999999999999
2023-11-17,14:00,7,AULA 17,7.09,5.96,Mala,6.525
2023-11-17,11:00,7,AULA 18,6.27,8.63,Buena,7.45
2023-11-17,09:00,7,NEWTON,9.21,6.54,Media,7.875
2023-11-17,16:00,8,CI,4.87,8.51,Buena,6.6899999999999995
2023-11-17,12:00,9,JEFATURA,9.03,5.42,Mala,7.225
2023-11-17,10:00,10,ASISTENTES,6.66,9.68,Buena,8.17
2023-11-17,12:00,11,DIRECCION ACADEMICA,5.33,8.58,Buena,6.955
2023-11-17,16:00,12,CIIDE,7.07,5.51,Mala,6.29
2023-11-17,12:00,12,PEGA,7.21,6.24,Media,6.725
2023-11-17,16:00,12,RECURSOS FINANCIEROS,7.72,7.52,Media,7.619999999999999
2023-11-17,09:00,13,AULA 30,5.88,7.96,Media,6.92
2023-11-17,12:00,13,AULA 31,5.43,4.61,Mala,5.02
2023-11-17,15:00,13,AULA 32,9.72,9.17,Buena,9.445
2023-11-17,11:00,13,AULA 33,8.07,7.74,Media,7.905
2023-11-17,13:00,13,AULA 34,6.15,5.59,Mala,5.87
2023-11-17,11:00,14,AULA 35,4.79,7.84,Media,6.3149999999999995
2023-11-17,11:00,14,AULA 36,9.6,8.07,Buena,8.835
2023-11-17,11:00,14,AULA 38,9.15,5.89,Mala,7.52
2023-11-17,10:00,14,AULA 39,7.52,5.71,Mala,6.615
2023-11-17,16:00,15,AULA 1,4.99,6.98,Media,5.985
2023-11-17,11:00,15,AULA 2,6.75,7.6,Media,7.175
2023-11-17,14:00,15,AULA 3,8.98,8.51,Buena,8.745000000000001
2023-11-17,12:00,15,Enfermeria,8.2,9.08,Buena,8.64
2023-11-17,12:00,16,AULA 4,7.77,8.31,Buena,8.04
2023-11-17,11:00,16,AULA 5,6.6,5.85,Mala,6.225
2023-11-17,15:00,16,AULA 6,6.66,5.26,Mala,5.96
2023-11-17,14:00,17,AULA 7,8.78,8.2,Buena,8.489999999999998
2023-11-17,15:00,17,AULA 8,7.22,7.61,Media,7.415
2023-11-17,13:00,17,AULA 9,7.51,9.67,Buena,8.59
2023-11-17,10:00,18,AULA 10,6.78,9.85,Buena,8.315
2023-11-17,16:00,18,AULA 11,9.88,7.81,Media,8.845
2023-11-17,14:00,18,INGLES,6.58,5.76,Mala,6.17
2023-11-17,16:00,19,VINCULACION,8.46,7.89,Media,8.175
2023-11-17,15:00,20,AULA 12,6.0,5.42,Mala,5.71
2023-11-17,10:00,20,AULA 13,8.47,9.83,Buena,9.15
2023-11-17,14:00,21,AULA 14,9.3,8.62,Buena,8.96
2023-11-17,16:00,22,AULA 15,7.2,9.84,Buena,8.52
2023-11-17,16:00,23,AULA 16,9.93,8.67,Buena,9.3
2023-11-17,15:00,24,DIRECCION GENERAL,6.49,6.62,Media,6.555
2023-11-20,11:00,1,Sala A,6.23,5.04,Mala,5.635
2023-11-20,12:00,1,Sala C,8.5,5.73,Mala,7.115
2023-11-20,11:00,2,Sala D,9.73,8.82,Buena,9.275
2023-11-20,11:00,2,Sala B,9.61,8.78,Buena,9.195
2023-11-20,16:00,3,Recepcion,8.15,6.0,Media,7.075
2023-11-20,15:00,3,Sala de maestros,5.24,6.74,Media,5.99
2023-11-20,14:00,3,Sala E,5.31,6.2,Media,5.755
2023-11-20,09:00,4,LE,9.07,9.27,Buena,9.17
2023-11-20,13:00,5,Sistematizacion,7.69,7.74,Media,7.715
2023-11-20,16:00,5,CB,6.62,8.57,Buena,7.595000000000001
2023-11-20,11:00,6,AULA 19,4.78,8.77,Buena,6.775
2023-11-20,09:00,6,AULA 22,6.33,7.16,Media,6.745
2023-11-20,12:00,6,AULA 23,8.32,8.64,Buena,8.48
2023-11-20,10:00,6,AULA 20,9.64,5.21,Mala,7.425000000000001
2023-11-20,09:00,7,AULA 21,8.78,7.4,Media,8.09
2023-11-20,16:00,7,AULA 17,9.88,4.95,Mala,7.415000000000001
2023-11-20,13:00,7,AULA 18,4.64,9.64,Buena,7.140000000000001
2023-11-20,13:00,7,NEWTON,5.26,8.24,Buena,6.75
2023-11-20,15:00,8,CI,6.51,5.2,Mala,5.855
2023-11-20,11:00,9,JEFATURA,5.42,4.72,Mala,5.07
2023-11-20,13:00,10,ASISTENTES,7.71,6.62,Media,7.165
2023-11-20,14:00,11,DIRECCION ACADEMICA,6.73,5.82,Mala,6.275
2023-11-20,10:00,12,CIIDE,9.99,6.21,Media,8.1
2023-11-20,16:00,12,PEGA,7.37,7.53,Media,7.45
2023-11-20,13:00,12,RECURSOS FINANCIEROS,8.91,9.67,Buena,9.29
2023-11-20,10:00,13,AULA 30,9.33,5.19,Mala,7.26
2023-11-20,11:00,13,AULA 31,7.66,4.86,Mala,6.26
2023-11-20,14:00,13,AULA 32,6.71,6.78,Media,6.745
2023-11-20,11:00,13,AULA 33,9.3,9.19,Buena,9.245000000000001
2023-11-20,09:00,13,AULA 34,6.31,5.05,Mala,5.68
2023-11-20,15:00,14,AULA 35,8.21,6.0,Media,7.105
2023-11-20,16:00,14,AULA 36,7.83,6.37,Media,7.1
2023-11-20,12:00,14,AULA 38,5.38,5.0,Mala,5.1899999999999995
2023-11-20,12:00,14,AULA 39,7.24,5.11,Mala,6.175000000000001
2023-11-20,12:00,15,AULA 1,5.37,7.52,Media,6.445
2023-11-20,11:00,15,AULA 2,8.23,9.89,Buena,9.06
2023-11-20,12:00,15,AULA 3,6.95,5.32,Mala,6.135
2023-11-20,10:00,15,Enfermeria,9.56,7.84,Media,8.7
2023-11-20,10:00,16,AULA 4,7.82,6.86,Media,7.34
2023-11-20,16:00,16,AULA 5,8.05,8.97,Buena,8.510000000000002
2023-11-20,11:00,16,AULA 6,5.5,6.65,Media,6.075
2023-11-20,10:00,17,AULA 7,9.07,8.13,Buena,8.600000000000001
2023-11-20,09:00,17,AULA 8,8.55,7.37,Media,7.960000000000001
2023-11-20,10:00,17,AULA 9,5.15,9.75,Buena,7.45
2023-11-20,16:00,18,AULA 10,8.15,4.78,Mala,6.465
2023-11-20,13:00,18,AULA 11,5.98,5.24,Mala,5.61
